이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액
문미정,1964-06-17,018-761-6637,61,경기도 양평군 강상면,27,8,경기도 연천군 미산면,경기도 오산시 금암동,경기도 가평군 조종면,경기도 화성시 방교동,서울특별시 구로구 개봉동,서울특별시 동대문구 장안동,N,Y,3,63950,0.5,31975
김시우,1935-02-15,02-0164-6248,90,,24,8,서울특별시 서초구 원지동,경기도 광주시 퇴촌면,경기도 수원시 권선구 대황교동,경기도 안산시 단원구 선부동,경기도 양평군 서종면,경기도 여주시 금사면,N,Y,3,228882,0.5,114441
김순자,1985-01-02,070-1945-8109,40,경기도 화성시 마도면,32,8,경기도 파주시 법원읍,경기도 양주시 장흥면,경기도 여주시 점동면,경기도 군포시 금정동,경기도 광주시 곤지암읍,서울특별시 종로구 교남동,N,N,0,521920,0.2,104384
한영미,1994-10-08,019-056-1691,31,경기도 오산시 고현동,28,10,경기도 파주시 적성면,경기도 이천시 모가면,경기도 이천시 대월면,경기도 연천군 미산면,경기도 평택시 팽성읍,경기도 안산시 상록구 수암동,N,Y,2,93179,0.3,27954
박상훈,1944-09-05,02-7328-3254,81,경기도 남양주시 진접읍,27,14,경기도 연천군 연천읍,경기도 평택시 현덕면,경기도 의정부시 자일동,서울특별시 노원구 하계동,서울특별시 은평구 구산동,경기도 가평군 조종면,N,N,0,79277,0.2,15855
김영수,1992-06-02,062-300-5598,33,경기도 남양주시 별내면,31,11,서울특별시 광진구 능동,서울특별시 용산구 문배동,경기도 부천시 오정구 고강동,경기도 평택시 현덕면,경기도 용인시 처인구 양지면,경기도 양평군 지평면,Y,N,0,289507,0.53,153439
박시우,1973-02-20,054-382-6261,52,경기도 여주시 하거동,24,8,경기도 양주시 광적면,경기도 파주시 탄현면,경기도 화성시 봉담읍,서울특별시 성북구 보문동1가,경기도 평택시 팽성읍,경기도 안성시 삼죽면,N,N,0,433327,0.2,86665
김수민,1939-01-19,064-725-8041,86,경기도 양평군 강상면,40,18,경기도 남양주시 수동면,경기도 수원시 팔달구 중동,경기도 이천시 신둔면,경기도 평택시 청북읍,경기도 파주시 군내면,경기도 안성시 양성면,Y,N,0,17386,0.53,9215
김병철,1998-01-11,016-861-5809,27,경기도 화성시 송산면,27,15,경기도 파주시 광탄면,경기도 김포시 대곶면,경기도 김포시 월곶면,경기도 안성시 신흥동,경기도 포천시 영중면,경기도 화성시 남양읍,N,N,0,811127,0.3,243338
박지연,1946-04-04,061-533-7835,79,경기도 양평군 지평면,40,13,서울특별시 동대문구 전농동,경기도 성남시 수정구 사송동,서울특별시 영등포구 문래동5가,경기도 여주시 강천면,경기도 안성시 금광면,경기도 포천시 창수면,N,N,0,135190,0.2,27038
오재현,1972-04-12,054-009-5636,53,서울특별시 마포구 구수동,40,11,경기도 안양시,경기도 파주시 금촌동,경기도 안성시 죽산면,서울특별시 강동구 둔촌동,경기도 여주시 금사면,경기도 화성시 양감면,N,N,0,978237,0.2,195647
김민석,1990-12-16,043-173-4484,35,경기도 화성시 팔탄면,28,12,경기도 하남시 하산곡동,경기도 양평군 양서면,경기도 연천군 장남면,경기도 연천군 전곡읍,경기도 화성시 향남읍,경기도 이천시 고담동,N,N,0,2428,0.2,486
장지아,1983-09-10,064-715-0294,42,경기도 안산시 상록구 성포동,30,11,경기도 안성시 숭인동,경기도 화성시 매송면,경기도 연천군 장남면,경기도 파주시 광탄면,경기도 포천시 신북면,서울특별시 성북구 삼선동3가,N,Y,3,420315,0.5,210158
한미숙,1957-01-27,042-422-2958,68,경기도 광주시 남종면,27,16,경기도 성남시 수정구 양지동,경기도 평택시 포승읍,서울특별시 중구 북창동,경기도 평택시 고덕면,서울특별시 용산구 용산동5가,경기도 연천군 중면,N,Y,2,19710,0.3,5913
박윤서,1988-12-28,055-847-5455,37,경기도 평택시 현덕면,35,9,경기도 양평군 단월면,경기도 파주시 문산읍,경기도 양평군 용문면,서울특별시 동작구 대방동,경기도 여주시 대신면,경기도 포천시 동교동,Y,N,0,285271,0.53,151194
황상호,1956-06-27,017-094-7335,69,경기도 포천시 가산면,26,8,경기도 양평군 강상면,경기도 성남시 수정구 수진동,경기도 남양주시 진접읍,경기도 파주시 장단면,경기도 수원시 장안구 이목동,경기도 광주시 남한산성면,N,N,0,55,0.2,11
장경수,1937-08-29,033-790-0935,88,경기도 부천시 원미구 심곡동,29,9,경기도 화성시 송산면,경기도 이천시 장호원읍,경기도 포천시,경기도 가평군 북면,경기도 용인시 처인구 양지면,경기도 이천시 장호원읍,N,Y,3,27800,0.5,13900
박현준,1999-09-01,042-978-5156,26,경기도 고양시 덕양구 강매동,38,11,경기도 양주시 광적면,경기도 연천군 미산면,서울특별시 은평구 불광동,경기도 성남시 분당구,경기도 평택시 안중읍,경기도 수원시 권선구 평동,N,Y,3,33283,0.5,16642
이성수,1949-06-15,061-721-9736,76,경기도 안성시 공도읍,31,12,서울특별시 은평구 불광동,경기도 양주시 광적면,경기도 연천군 중면,경기도 화성시 남양읍,서울특별시 마포구 서교동,경기도 화성시 비봉면,N,N,0,177211,0.2,35442
김민재,1966-03-16,064-774-5969,59,서울특별시 강서구 오곡동,30,9,경기도 평택시 포승읍,경기도 안성시 신건지동,경기도 안성시 서운면,경기도 파주시 월롱면,서울특별시 동작구,경기도 부천시 소사구,N,Y,2,224549,0.3,67365
박동현,1998-12-20,017-579-0629,27,경기도 남양주시 화도읍,26,9,경기도 양평군 개군면,경기도 남양주시 이패동,경기도 이천시 마장면,경기도 평택시 청북읍,경기도 용인시 처인구 양지면,서울특별시 성북구 동선동3가,N,N,0,17894,0.3,5368
박민석,1975-03-29,032-427-0547,50,경기도 안성시 금광면,26,4,경기도 연천군 왕징면,서울특별시 송파구 장지동,경기도 안산시 단원구 선부동,경기도 광주시 송정동,경기도 안성시 공도읍,경기도 여주시 세종대왕면,N,N,0,98752,0.2,19750
황준영,1988-06-28,033-206-2905,37,경기도 안성시 옥산동,34,12,경기도 동두천시 생연동,경기도 파주시 법원읍,경기도 포천시 화현면,경기도 여주시 점봉동,서울특별시 금천구 가산동,경기도 양평군 개군면,N,N,0,229463,0.2,45893
이유진,1986-01-14,010-1762-6761,39,경기도 파주시 하지석동,42,5,서울특별시 성동구 사근동,경기도 양평군 옥천면,경기도 광주시 능평동,경기도 안성시 일죽면,경기도 연천군 미산면,경기도 수원시 팔달구 영동,Y,N,0,455724,0.53,241534
김예지,1981-09-28,033-373-6517,44,경기도 연천군 연천읍,25,2,경기도 안양시 만안구 박달동,경기도 광명시 철산동,경기도 양평군 개군면,경기도 양평군 개군면,경기도 안성시 서운면,경기도 화성시 서신면,N,N,0,39858,0.2,7972
김민준,1954-02-14,064-760-9497,71,서울특별시 중구 충무로5가,25,14,경기도 파주시 법원읍,경기도 김포시 양촌읍,경기도 안성시 일죽면,경기도 하남시 하산곡동,경기도 연천군 장남면,경기도 여주시 창동,Y,Y,3,104868,0.53,55580
곽은지,2004-10-26,041-687-4247,21,경기도 파주시 법원읍,23,8,경기도 안산시 단원구 목내동,서울특별시 동대문구 용두동,경기도 화성시 양감면,경기도 평택시 통복동,경기도 김포시 통진읍,경기도 남양주시 화도읍,Y,N,0,49083,0.53,26014
이시우,1962-05-23,042-505-7307,63,서울특별시 중구 중림동,28,8,경기도 안양시 동안구 관양동,경기도 여주시 흥천면,경기도 양평군 용문면,경기도 김포시 대곶면,경기도 성남시 분당구 구미동,경기도 화성시 팔탄면,N,N,0,7130,0.2,1426
강순옥,1968-11-20,070-6929-0416,57,경기도 용인시 처인구 포곡읍,21,8,경기도 여주시 북내면,경기도 광주시 곤지암읍,서울특별시 중구 소공동,경기도 이천시 안흥동,경기도 파주시 법원읍,경기도 용인시 처인구 남사읍,N,N,0,115458,0.2,23092
차정남,1969-04-04,02-7766-2242,56,경기도 광주시 초월읍,25,17,경기도 고양시 일산동구 산황동,서울특별시 영등포구 당산동1가,경기도 양평군 지평면,경기도 용인시 수지구 죽전동,경기도 부천시 오정구 내동,경기도 동두천시 보산동,N,N,0,103218,0.2,20644
김도현,1943-09-26,018-054-2146,82,경기도 이천시 장호원읍,28,8,서울특별시 용산구 청파동3가,경기도 양주시 남면,경기도 의왕시 왕곡동,경기도 평택시 팽성읍,경기도 안성시 양성면,서울특별시 강남구 일원동,Y,N,0,326905,0.53,173260
박성훈,1950-06-14,051-580-8572,75,서울특별시 구로구 온수동,37,12,경기도 평택시 진위면,경기도 동두천시 광암동,경기도 이천시 장호원읍,경기도 평택시 세교동,경기도 남양주시 수동면,경기도 평택시 청북읍,N,N,0,419492,0.2,83898
김영호,1985-02-02,043-661-1603,40,서울특별시 서대문구 홍은동,23,14,경기도 안성시 원곡면,경기도 안성시 석정동,경기도 평택시 진위면,경기도 수원시 장안구 영화동,서울특별시 강남구 역삼동,경기도 광주시 곤지암읍,N,N,0,82690,0.2,16538
문지후,1946-10-15,044-934-0414,79,경기도 안성시 서운면,35,10,경기도 양평군 용문면,경기도 평택시 진위면,경기도 화성시 봉담읍,경기도 양평군 강하면,경기도 성남시 수정구 양지동,경기도 김포시 월곶면,N,N,0,233651,0.2,46730
박은지,1996-06-10,010-1764-4363,29,경기도 성남시 중원구 상대원동,32,13,경기도 파주시 장단면,서울특별시 마포구 마포동,경기도 고양시 덕양구 관산동,경기도 김포시 양촌읍,서울특별시 동작구 본동,경기도 화성시 정남면,N,N,0,163580,0.3,49074
문진호,1980-08-09,070-9809-0554,45,경기도 김포시 월곶면,33,14,경기도 용인시 수지구 동천동,경기도 평택시 비전동,서울특별시 도봉구 방학동,경기도 포천시 영북면,경기도 부천시 소사구 옥길동,경기도 화성시 마도면,N,N,0,278773,0.2,55755
심서준,1993-02-11,055-447-6490,32,경기도 남양주시 진접읍,30,12,경기도 고양시 덕양구 주교동,경기도 연천군 신서면,경기도 하남시 하사창동,경기도 화성시 우정읍,서울특별시 종로구,서울특별시 용산구 도원동,N,N,0,30003,0.3,9001
김정호,1999-04-24,052-831-5769,26,경기도 여주시 북내면,34,13,서울특별시 양천구 목동,경기도 김포시 월곶면,경기도 연천군 미산면,서울특별시 송파구 삼전동,경기도 광주시 퇴촌면,경기도 양평군 개군면,N,N,0,317972,0.3,95392
최진우,2007-02-12,054-677-1914,18,경기도 파주시 와동동,26,3,서울특별시 성북구 보문동6가,경기도 오산시 내삼미동,서울특별시 중구 묵정동,경기도 김포시 하성면,경기도 연천군 중면,경기도 과천시,N,N,0,175070,0.2,35014
이하윤,2007-05-06,055-446-7117,18,경기도 연천군 연천읍,40,12,경기도 파주시 파평면,경기도 이천시 장호원읍,경기도 이천시 마장면,경기도 화성시 서신면,경기도 가평군 청평면,경기도 평택시 고덕면,N,Y,3,276648,0.5,138324
김서영,1972-05-03,055-717-7847,53,경기도 가평군 북면,26,10,경기도 수원시 팔달구 구천동,경기도 여주시 대신면,경기도 군포시 대야미동,서울특별시 양천구 신정동,서울특별시 강동구 길동,경기도 안성시 삼죽면,Y,Y,2,103309,0.53,54754
장은영,1942-12-06,052-631-9161,83,경기도 부천시 오정구 여월동,26,13,경기도 가평군 상면,경기도 여주시 산북면,경기도 수원시 영통구 매탄동,경기도 안성시 고삼면,경기도 파주시 조리읍,서울특별시 종로구 부암동,N,N,0,1569,0.2,314
김지현,1950-02-10,054-950-2397,75,서울특별시 성동구 용답동,29,8,경기도 오산시 수청동,경기도 화성시 정남면,서울특별시 용산구 신창동,경기도 양주시 만송동,경기도 광주시 곤지암읍,경기도 안성시 공도읍,N,N,0,474253,0.2,94851
오영미,1975-12-05,033-200-4619,50,경기도 이천시 설성면,27,12,경기도 여주시 북내면,서울특별시 종로구 운니동,경기도 여주시 교동,경기도 광주시 도척면,서울특별시 종로구 관훈동,경기도 평택시 팽성읍,N,Y,2,247251,0.3,74175
정하은,1949-06-24,02-8049-0926,76,서울특별시 강서구 내발산동,37,9,경기도 부천시 원미구 심곡동,경기도 성남시 수정구 신흥동,경기도 용인시 처인구 원삼면,경기도 양평군 양평읍,경기도 평택시 팽성읍,경기도 양주시 남면,N,N,0,222582,0.2,44516
박옥순,1986-02-09,018-229-2020,39,경기도 여주시 점동면,33,7,경기도 안성시 보개면,경기도 포천시 관인면,경기도 평택시 오성면,경기도 연천군 미산면,경기도 평택시 진위면,서울특별시 중구 광희동1가,N,N,0,121582,0.2,24316
손성민,1992-06-17,043-691-6144,33,경기도 안성시 삼죽면,26,12,경기도 성남시 수정구 수진동,경기도 안성시 보개면,경기도 성남시 분당구 석운동,서울특별시 은평구,경기도 고양시 덕양구 향동동,경기도 파주시 적성면,N,N,0,8506,0.3,2552
김영식,1935-12-06,016-965-4237,90,,28,17,서울특별시 종로구 익선동,경기도 의정부시,경기도 양주시,경기도 김포시 북변동,서울특별시 성동구 송정동,경기도 안성시 인지동,N,N,0,28123,0.2,5625
박건우,1987-09-19,02-2668-1759,38,경기도 수원시 팔달구 매산로2가,33,6,서울특별시 용산구 원효로3가,경기도 파주시 문발동,경기도 화성시 장안면,경기도 안성시 보개면,경기도,서울특별시 성북구,N,N,0,109477,0.2,21895
이정식,1959-05-05,042-651-7474,66,경기도 하남시 하사창동,31,8,경기도 용인시 수지구 동천동,경기도 용인시 처인구 모현읍,서울특별시 성북구 보문동3가,경기도 화성시 중동,경기도 시흥시 대야동,경기도 이천시 부발읍,N,N,0,299055,0.2,59811
황수진,1949-09-12,070-7224-8633,76,경기도 파주시 목동동,26,17,경기도 연천군 백학면,서울특별시 중구 남산동3가,경기도 안성시 일죽면,경기도 용인시 처인구 양지면,경기도 화성시 병점동,서울특별시 성북구 동선동4가,N,N,0,418278,0.2,83656
김영철,1989-06-19,032-989-7749,36,경기도 포천시 신읍동,23,12,경기도 수원시 팔달구 신풍동,경기도 시흥시 장현동,경기도 고양시 덕양구 행주내동,경기도 양평군 용문면,경기도 과천시 과천동,경기도 광주시 퇴촌면,N,N,0,116096,0.2,23219
